시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,시도코드,시도명,시군구코드,시군구명,폐교명,폐교연도,학교급구분명,활용현황구분명,건물연면적,대지,담당자 부서명,담당자 전화번호,소재지도로명주소,소재지지번주소,데이터기준일자,제공기관코드,제공기관명
7801000,강원특별자치도교육청,7863000,속초양양교육지원청,51,강원특별자치도,830,양양군,조산초 적은분교장,1999,초등학교,대부,542.7,7092,행정과,033-639-6083,,강원특별자치도 양양군 강현면 적은리 84,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7863000,속초양양교육지원청,51,강원특별자치도,830,양양군,양양여자중학교,2019,중학교,자체활용,10566.93,14562,행정과,033-639-6083,,강원특별자치도 양양군 양양읍 서문리 224,2023-07-01,7801000,강원특별자치도교육청
8750000,경상북도교육청,8881000,경상북도교육청 경상북도청송교육지원청,47,경상북도,516,청송군,송생초등학교,1991,초등학교,대부,992.73,7835,행정지원과,054-870-1164,경상북도 청송군 청송읍 중앙로 1568,경상북도 청송군 청송읍 송생리 551,2023-12-01,8881000,경상북도교육청 경상북도청송교육지원청
8750000,경상북도교육청,8881000,경상북도교육청 경상북도청송교육지원청,47,경상북도,516,청송군,청운초등학교,1996,초등학교,대부,694.57,11421.3,행정지원과,054-870-1164,경상북도 청송군 청송읍 청송로 4581,경상북도 청송군 청송읍 청운리 996,2023-12-01,8881000,경상북도교육청 경상북도청송교육지원청
8750000,경상북도교육청,8881000,경상북도교육청 경상북도청송교육지원청,47,경상북도,516,청송군,이전초등학교 부동분교,1992,초등학교,대부,0,3027,행정지원과,054-870-1164,,경상북도 청송군 부동면 신점리 764-1,2023-12-01,8881000,경상북도교육청 경상북도청송교육지원청
8750000,경상북도교육청,8881000,경상북도교육청 경상북도청송교육지원청,47,경상북도,516,청송군,부남초등학교 중기분교,1996,초등학교,미활용,0,12175,행정지원과,054-870-1164,,경상북도 청송군 부남면 중기리 610-2,2023-12-01,8881000,경상북도교육청 경상북도청송교육지원청
8750000,경상북도교육청,8881000,경상북도교육청 경상북도청송교육지원청,47,경상북도,516,청송군,부남초등학교 이현분교,1993,초등학교,대부,0,8986,행정지원과,054-870-1164,,경상북도 청송군 부남면 이현리 726-1,2023-12-01,8881000,경상북도교육청 경상북도청송교육지원청
8750000,경상북도교육청,8881000,경상북도교육청 경상북도청송교육지원청,47,경상북도,516,청송군,월정초등학교,2002,초등학교,대부,1443.76,10142,행정지원과,054-870-1164,경상북도 청송군 현서면 청송로 551,경상북도 청송군 현서면 도리 54-3,2023-12-01,8881000,경상북도교육청 경상북도청송교육지원청
8000000,충청북도교육청,8011000,청주교육지원청,43,충청북도,111,청주시 상당구,미원초 용곡분교,2000,초등학교,미활용,43.45,12505,재정과,043-299-3058,충청북도 청주시 상당구 미원면 용곡1길 60,충청북도 청주시 상당구 미원면 용곡리 287-1,2023-12-05,8000000,충청북도교육청
7801000,강원특별자치도교육청,7812000,춘천교육지원청,51,강원특별자치도,110,춘천시,상천초 물로분교장,1994,초등학교,미활용,252.79,9442,행정과,033-250-2476,,강원특별자치도 춘천시 북산면 물로리 604-2,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7822000,원주교육지원청,51,강원특별자치도,130,원주시,흥업초 사제분교장,2000,초등학교,대부,948.81,8104,행정과,033-760-5740,,강원특별자치도 원주시 흥업면 사제리 534,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7822000,원주교육지원청,51,강원특별자치도,130,원주시,지정초 판대분교장,1994,초등학교,대부,530.9,7693,행정과,033-760-5740,,강원특별자치도 원주시 지정면 판대리 427,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7822000,원주교육지원청,51,강원특별자치도,130,원주시,지정초 안창분교장,1993,초등학교,대부,442.08,7825,행정과,033-760-5740,,강원특별자치도 원주시 지정면 안창리 81,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7822000,원주교육지원청,51,강원특별자치도,130,원주시,후용초등학교,2000,초등학교,대부,810.3,6269,행정과,033-760-5740,,강원특별자치도 원주시 문막읍 후용리 389,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7822000,원주교육지원청,51,강원특별자치도,130,원주시,용암초등학교,1998,초등학교,대부,744.04,12593,행정과,033-760-5740,,강원특별자치도 원주시 귀래면 용암리 906,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7822000,원주교육지원청,51,강원특별자치도,130,원주시,문막초 취병분교장,2014,초등학교,대부,539.58,9631,행정과,033-760-5740,,강원특별자치도 원주시 문막읍 취병리 358,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7822000,원주교육지원청,51,강원특별자치도,130,원주시,부론초 손곡분교장,1999,초등학교,대부,987.6,8877,행정과,033-760-5740,,강원특별자치도 원주시 부론면 손곡리 1382,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7822000,원주교육지원청,51,강원특별자치도,130,원주시,노림초등학교,2004,초등학교,대부,986.02,6831,행정과,033-760-5740,,강원특별자치도 원주시 부론면 노림리 403,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7822000,원주교육지원청,51,강원특별자치도,130,원주시,신림초 구학분교장,1996,초등학교,대부,345.6,9936,행정과,033-760-5740,,강원특별자치도 원주시 신림면 구학리 273,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7822000,원주교육지원청,51,강원특별자치도,130,원주시,신림초 성림분교장,1996,초등학교,자체활용,838.46,41067,행정과,033-760-5740,,강원특별자치도 원주시 신림면 성남리 527,2023-07-01,7801000,강원특별자치도교육청
7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,11,서울특별시,545,금천구,서울흥일초등학교,2015,초등학교,자체활용,4093.7,4865.6,행정지원과,02-2165-2122,서울특별시 영등포구 문래로 121,,2022-11-29,7041000,서울특별시교육청 서울특별시남부교육지원청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,710,기장군,기장중학교 철마분교장,1993,중학교,자체활용,840,9808,재정과,051-860-0754,부산광역시 기장군 철마면 철마로 569,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,440,강서구,가락초등학교 해포분교장,2004,초등학교,자체활용,1506,9631,재정과,051-860-0754,부산광역시 강서구 가락대로 1182번길 9,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,230,부산진구,개성중학교,2005,중학교,자체활용,15713,19455,재정과,051-860-0754,부산광역시 부산진구 가야대로 734,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,710,기장군,일광초등학교 학리분교장,2006,초등학교,자체활용,296,1656,재정과,051-860-0754,부산광역시 기장군 철마면 철마로 569,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,380,사하구,다대초등학교,2007,초등학교,자체활용,7630,7811,재정과,051-860-0754,부산광역시 사하구 다대로 529번길 11,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,170,동구,디자인고등학교,2010,고등학교,자체활용,11939,9384,재정과,051-860-0754,부산광역시 동구 중앙대로 260번길 11,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,230,부산진구,중앙중학교,2012,중학교,자체활용,6626,14273,재정과,051-860-0754,부산광역시 부산진구 전포대로 209번길 26,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,440,강서구,명지초등학교,2016,초등학교,자체활용,5093,17732,재정과,051-860-0754,부산광역시 강서구 영강길 81번길 24,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,410,금정구,회동초등학교,2018,초등학교,자체활용,4379,10454,재정과,051-860-0754,부산광역시 금정구 금사로 217,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,290,남구,연포초등학교,2019,초등학교,자체활용,4370,7714,재정과,051-860-0754,부산광역시 남구 진남로 120-5,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,200,영도구,동삼중학교,2019,중학교,자체활용,6568,13948,재정과,051-860-0754,부산광역시 영도구 와치로 259,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,380,사하구,감정초등학교,2019,초등학교,자체활용,6355,14489,재정과,051-860-0754,부산광역시 사하구 옥천로 130,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,440,강서구,덕도초등학교,2019,초등학교,자체활용,2914,16095,재정과,051-860-0754,부산광역시 강서구 상덕로 113,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,350,해운대구,반송중학교,2020,중학교,자체활용,8375,10292,재정과,051-860-0754,부산광역시 해운대구 아랫반송로 40번길 37-18,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,320,북구,덕천여자중학교,2022,중학교,자체활용,8178,14378,재정과,051-860-0754,부산광역시 북구 의성로 47번길 45-4,,2022-11-25,7150000,부산광역시교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,하장고등학교,2022,고등학교,자체활용,4184,15597,행정과,033-570-5175,,강원특별자치도 삼척시 하장면  광동리 121,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,도계여자중학교,2023,중학교,자체활용,4198.6,0,행정과,033-570-5175,,강원특별자치도 삼척시 도계읍  도계리 256,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,미로초 동산분교장,1998,초등학교,미활용,296.64,10179,행정과,033-570-5175,,강원특별자치도 삼척시 미로면 동산리 49-1,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,미로초 천기분교장,2002,초등학교,미활용,1014.44,7271,행정과,033-570-5175,,강원특별자치도 삼척시 미로면 상정리 187,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,도계초 동덕분교장,2007,초등학교,미활용,2082.88,15427,행정과,033-570-5175,,강원특별자치도 삼척시 도계읍 상덕리 89-1,2023-07-01,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,근덕초 노곡분교장,2016,초등학교,미활용,885.14,26707,행정과,033-570-5175,,강원특별자치도 삼척시 노곡면 하월산리 162-3,2023-07-01,7801000,강원특별자치도교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,410,금정구,서곡초등학교,2022,초등학교,자체활용,5164,16642,재정과,051-860-0754,부산광역시 금정구 윤산로 279,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,440,강서구,낙동여자중학교,1998,중학교,자체활용,4879,17633,재정과,051-860-0754,부산광역시 강서구 공항로 1309번길 96-7,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,530,사상구,삼락초등학교,2000,초등학교,자체활용,2851,7779,재정과,051-860-0754,부산광역시 사상구 삼덕로 5번길 171,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,230,부산진구,중앙초등학교,2008,초등학교,자체활용,5178,8819,재정과,051-860-0754,부산광역시 부산진구 전포대로 209번길 26,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,170,동구,경남여자중학교,2009,중학교,자체활용,7102,4862,재정과,051-860-0754,부산광역시 동구 수정중로 29,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,530,사상구,사상중학교,2009,중학교,자체활용,9542,12783,재정과,051-860-0754,부산광역시 사상구 강선로 24,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,710,기장군,정관초등학교,2010,초등학교,자체활용,3333,13534,재정과,051-860-0754,부산광역시 기장군 정관면 정관덕산길61,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,440,강서구,송정초등학교,2017,초등학교,자체활용,2600,11686,재정과,051-860-0754,부산광역시 강서구 가락대로 230-72,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,710,기장군,일광초등학교,2020,초등학교,자체활용,5082,15305,재정과,051-860-0754,부산광역시 기장군 일광면 이화로 147,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,410,금정구,윤산중학교,2013,중학교,대부,7186,11618,재정과,051-860-0754,부산광역시 금정구 서금로 99-7,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,350,해운대구,반여초등학교,2020,초등학교,대부,9763,22088,재정과,051-860-0754,부산광역시 해운대구 재반로242번길 51-10,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,440,강서구,천가초등학교 천성분교장,2011,초등학교,미활용,905,10164,재정과,051-860-0754,부산광역시 강서구 가덕해안로741,,2022-11-25,7150000,부산광역시교육청
7150000,부산광역시교육청,7150000,부산광역시교육청,26,부산광역시,440,강서구,가락중학교,2022,중학교,미활용,4762,10076,재정과,051-860-0754,부산광역시 강서구 가락대로 1405,,2022-11-25,7150000,부산광역시교육청
8140000,충청남도교육청,8291000,충청남도당진교육지원청,44,충청남도,568,당진시,면천초 죽동분교,1994,초등학교,자체활용,992,10702,행정과 경리팀,041-351-2581,충청남도 당진시 면천면 아미로 354-29,충청남도 당진시 면천면 죽동리 347-1,2022-11-22,8291000,충청남도교육청 충청남도당진교육지원청
8140000,충청남도교육청,8251000,충청남도청양교육지원청,44,충청남도,790,청양군,장평중학교,2020,중학교,자체활용,2834,19427,행정과,041-943-4472,충청남도 청양군 장평면 섶적골길 14(중추리),충청남도 청양군 장평면 중추리 14,2022-11-22,8251000,충청남도교육청 충청남도청양교육지원청
8321000,전북특별자치도교육청,8432000,전북특별자치도임실교육지원청,52,전북특별자치도,750,임실군,관촌동초,1991,초등학교,자체활용,755.84,7795,행정지원과,063-640-3554,전북특별자치도 임실군 관촌면 관마로 358-5,전북특별자치도 무주군 관촌면 방수리 654-1,2024-01-24,8321000,전북특별자치도교육청
8321000,전북특별자치도교육청,8432000,전북특별자치도임실교육지원청,52,전북특별자치도,750,임실군,오궁초,1995,초등학교,대부,1457.68,10323,행정지원과,063-640-3554,전북특별자치도 임실군 신덕면 수지로 667,전북특별자치도 무주군 신덕면 지장리 45,2024-01-24,8321000,전북특별자치도교육청
8321000,전북특별자치도교육청,8432000,전북특별자치도임실교육지원청,52,전북특별자치도,750,임실군,임실서초,1996,초등학교,대부,1098.43,12739,행정지원과,063-640-3554,전북특별자치도 임실군 임실읍 신안2길 42-5,전북특별자치도 임실군 임실읍 신안리 325,2024-01-24,8321000,전북특별자치도교육청
8321000,전북특별자치도교육청,8442000,전북특별자치도순창교육지원청,52,전북특별자치도,770,순창군,성동초,1993,초등학교,자체활용,1202.46,11456,행정지원과,063-650-6133,전북특별자치도 순창군 동계면 장항길 109,전북특별자치도 순창군 동계면 이동리 11,2024-01-24,8321000,전북특별자치도교육청
8321000,전북특별자치도교육청,8442000,전북특별자치도순창교육지원청,52,전북특별자치도,770,순창군,구림중,2010,중학교,자체활용,2548.13,16477,행정지원과,063-650-6133,전북특별자치도 순창군 구림면 연산2길 26-47,전북특별자치도 순창군 구림면 운남리 52,2024-01-24,8321000,전북특별자치도교육청
8321000,전북특별자치도교육청,8452000,전북특별자치도고창교육지원청,52,전북특별자치도,790,고창군,대성고,2004,고등학교,자체활용,2505.62,19004,행정지원과,063-560-1653,전북특별자치도 고창군 대산면 고산성로 17,전북특별자치도 고창군 대산면 매산리 1157-1,2024-01-24,8321000,전북특별자치도교육청
8321000,전북특별자치도교육청,8462000,전북특별자치도부안교육지원청,52,전북특별자치도,800,부안군,난신초,1997,초등학교,대부,930.84,12005,행정지원과,063-580-7474,전북특별자치도 부안군 줄포면 장산로 264-12,전북특별자치도 부안군 줄포면 신리 300,2024-01-24,8321000,전북특별자치도교육청
8321000,전북특별자치도교육청,8462000,전북특별자치도부안교육지원청,52,전북특별자치도,800,부안군,주산초 석계분교,1998,초등학교,대부,566.45,12438,행정지원과,063-580-7474,전북특별자치도 부안군 주산면 주산북로 214,전북특별자치도 부안군 주산면 백석리 579-7,2024-01-24,8321000,전북특별자치도교육청
8321000,전북특별자치도교육청,8462000,전북특별자치도부안교육지원청,52,전북특별자치도,800,부안군,주산초 덕림분교,1999,초등학교,대부,509.04,12334,행정지원과,063-580-7474,전북특별자치도 부안군 주산면 덕림로 234,전북특별자치도 부안군 주산면 덕림리 487-30,2024-01-24,8321000,전북특별자치도교육청
8321000,전북특별자치도교육청,8462000,전북특별자치도부안교육지원청,52,전북특별자치도,800,부안군,마포초,1999,초등학교,대부,833.65,9975,행정지원과,063-580-7474,전북특별자치도 부안군 변산면 마포로 204-24,전북특별자치도 부안군 변산면 마포리 172,2024-01-24,8321000,전북특별자치도교육청
8321000,전북특별자치도교육청,8462000,전북특별자치도부안교육지원청,52,전북특별자치도,800,부안군,의복초,2000,초등학교,대부,1732.91,13099,행정지원과,063-580-7474,전북특별자치도 부안군 계화면 돈지1길 65-29,전북특별자치도 부안군 계화면 의복리 460,2024-01-24,8321000,전북특별자치도교육청
8321000,전북특별자치도교육청,8462000,전북특별자치도부안교육지원청,52,전북특별자치도,800,부안군,고성초,2006,초등학교,대부,2025.8,19579,행정지원과,063-580-7474,전북특별자치도 부안군 행안면 월암길 49,전북특별자치도 부안군 행안면 삼간리 405-1,2024-01-24,8321000,전북특별자치도교육청
8321000,전북특별자치도교육청,8462000,전북특별자치도부안교육지원청,52,전북특별자치도,800,부안군,보안초,2010,초등학교,대부,1257.34,11640,행정지원과,063-580-7474,전북특별자치도 부안군 보안면 선돌로 1060,전북특별자치도 부안군 보안면 하입석리 573-2,2024-01-24,8321000,전북특별자치도교육청
8321000,전북특별자치도교육청,8462000,전북특별자치도부안교육지원청,52,전북특별자치도,800,부안군,위도초 상왕분교,1992,초등학교,미활용,0,198,행정지원과,063-580-7474,,전북특별자치도 부안군 위도면 상왕등리 산143,2024-01-24,8321000,전북특별자치도교육청
8321000,전북특별자치도교육청,8462000,전북특별자치도부안교육지원청,52,전북특별자치도,800,부안군,위도초 하왕분교,1992,초등학교,미활용,0,1121,행정지원과,063-580-7474,,전북특별자치도 부안군 위도면 하왕등리 산71,2024-01-24,8321000,전북특별자치도교육청
8321000,전북특별자치도교육청,8462000,전북특별자치도부안교육지원청,52,전북특별자치도,800,부안군,위도초 거륜분교,1992,초등학교,미활용,0,992,행정지원과,063-580-7474,,전북특별자치도 부안군 위도면 거륜리 산2-1,2024-01-24,8321000,전북특별자치도교육청
8000000,충청북도교육청,8061000,옥천교육지원청,43,충청북도,730,옥천군,청성초 묘금분교,2000,초등학교,대부,1290.52,9604,행정과,043-730-4332,충청북도 옥천군 청성면 묘금3길 11,충청북도 옥천군 청성면 묘금리 19-1,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8061000,옥천교육지원청,43,충청북도,730,옥천군,청성초 화성분교,1999,초등학교,미활용,785.7,9926,행정과,043-730-4332,충청북도 옥천군 청성면 남부로 2836-10,충청북도 옥천군 청성면 화성리 295-1,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8101000,음성교육지원청,43,충청북도,770,음성읍,무극초 사정분교,1995,초등학교,대부,458.3,11673,행정과,043-871-5072,충청북도 음성군 음성읍 음성로826번길 6-9,충청북도 음성읍 사정리 949,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8101000,음성교육지원청,43,충청북도,770,음성군,원남초 문암분교,1999,초등학교,대부,605.14,6822,행정과,043-871-5072,충청북도 음성군 원남면 충청대로 232,충청북도 음성군 원남면 문암리 593,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8101000,음성교육지원청,43,충청북도,770,음성군,대장초,2019,초등학교,대부,2426.86,16505,행정과,043-871-5072,충청북도 음성군 소이면 장금로 79,충청북도 음성군 소이면 대장리 374-1,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8101000,음성교육지원청,43,충청북도,770,음성군,감곡초 상평분교,1905,초등학교,미활용,1594.34,11848,행정과,043-871-5072,충청북도 음성군 감곡면 감노로 174,충청북도 음성군 감곡면 상평리 344-4,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8101000,음성교육지원청,43,충청북도,770,음성군,능산초,2023,초등학교,미활용,1611,13307,행정과,043-871-5072,충청북도 음성군 삼성면 금율로389번길 30,충청북도 음성군 삼성면 능산리 203,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8101000,음성교육지원청,43,충청북도,770,음성군,남신초 덕생분교,2012,초등학교,미활용,896.98,31757,행정과,043-871-5072,충청북도 음성군 음성읍 덕생로 495-7,충청북도 음성군 음성읍 삼생리 94,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8101000,음성교육지원청,43,충청북도,770,음성군,생극초 관성분교,1999,초등학교,미활용,727.48,19222,행정과,043-871-5072,충청북도 음성군 생극면 일생로 544,충청북도 음성군 생극면 관성리 13-1,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8031000,제천교육지원청,43,충청북도,150,제천시,청풍초 학현분교,1990,초등학교,자체활용,900,5006976,행정과,043-640-6633,충청북도 제천시 청풍면 학현소야로3길 10-28,충청북도 제천시 청풍면 학현리 산18-1,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8031000,제천교육지원청,43,충청북도,150,제천시,두학초 자작분교,1992,초등학교,대부,707,9770,행정과,043-640-6633,충청북도 제천시 금성면 양월로 34,충청북도 제천시 자작동 256-4,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8031000,제천교육지원청,43,충청북도,150,제천시,양화초,1995,초등학교,대부,909,7432,행정과,043-640-6633,충청북도 제천시 청풍면 인등로 1403-1,충청북도 제천시 금성면 양화리 623,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8031000,제천교육지원청,43,충청북도,150,제천시,금성초 장선분교,1996,초등학교,대부,378.04,7279,행정과,043-640-6633,충청북도 제천시 덕산면 월악산로4길 10,충청북도 제천시 청풍면 장선리 98,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8031000,제천교육지원청,43,충청북도,150,제천시,덕산초 월악분교,1992,초등학교,대부,1359,9561,행정과,043-640-6633,충청북도 제천시 봉양읍 의암로 345,충청북도 제천시 덕산면 월악리 596,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8031000,제천교육지원청,43,충청북도,150,제천시,공전초,1999,초등학교,대부,1686,12167,행정과,043-640-6633,충청북도 제천시 한수면 미륵송계로6길 42-2,충청북도 제천시 봉양읍 공전리 265,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8031000,제천교육지원청,43,충청북도,150,제천시,유덕초 복평분교,1995,초등학교,대부,483,10893,행정과,043-640-6633,충청북도 제천시 송학면 송학주천로19길 5,충청북도 제천시 덕산면 수산리 833-2,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8031000,제천교육지원청,43,충청북도,150,제천시,송학초 송한분교,1993,초등학교,대부,935,6754,행정과,043-640-6633,충청북도 제천시 금성면 중포길 60,충청북도 제천시 송학면 송한리 543,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8031000,제천교육지원청,43,충청북도,150,제천시,금성초 중전분교,1992,초등학교,대부,240,9322,행정과,043-640-6633,충청북도 보은군 마로면 적암길 17,충청북도 제천시 금성면 포전리 409-2,2023-12-05,8000000,충청북도교육청
8000000,충청북도교육청,8031000,제천교육지원청,43,충청북도,150,제천시,입석초,2021,초등학교,미활용,3333.7,16608,행정과,043-640-6633,충청북도 제천시 송학면 입석로3길 17,충청북도 제천시 송학면 입석리 609-2,2023-12-05,8000000,충청북도교육청
